sale_id,product_id,quantity_sold,sale_date,name,category,shelf_life_days,current_stock,rolling_avg_7d,rolling_avg_14d,rolling_std_7d,weekly_total,day_of_week,days_until_stockout
576,7,24,2024-02-05,Yogurt,Refrigerated,14,401,22.71,20.86,6.34,159,0,17.7
577,7,14,2024-02-06,Yogurt,Refrigerated,14,387,21.71,20.57,7.16,152,1,17.8
578,7,13,2024-02-07,Yogurt,Refrigerated,14,374,22.0,20.29,6.68,154,2,17.0
579,7,31,2024-02-08,Yogurt,Refrigerated,14,343,23.14,21.07,7.52,162,3,14.8
580,7,28,2024-02-09,Yogurt,Refrigerated,14,315,22.71,20.71,7.06,159,4,13.9
581,7,27,2024-02-10,Yogurt,Refrigerated,14,288,22.57,20.71,6.95,158,5,12.8
582,7,25,2024-02-11,Yogurt,Refrigerated,14,560,23.14,22.5,6.96,162,6,24.2
583,7,18,2024-02-12,Yogurt,Refrigerated,14,542,22.29,22.5,7.2,156,0,24.3
584,7,0,2024-02-13,Yogurt,Refrigerated,14,542,20.29,21.0,10.89,142,1,26.7
585,7,0,2024-02-14,Yogurt,Refrigerated,14,542,18.43,20.21,13.2,129,2,29.4
586,7,19,2024-02-15,Yogurt,Refrigerated,14,523,16.71,19.93,12.02,117,3,31.3
587,7,36,2024-02-16,Yogurt,Refrigerated,14,487,17.86,20.29,13.56,125,4,27.3
588,7,27,2024-02-17,Yogurt,Refrigerated,14,460,17.86,20.21,13.56,125,5,25.8
589,7,16,2024-02-18,Yogurt,Refrigerated,14,444,16.57,19.86,13.19,116,6,26.8
590,7,19,2024-02-19,Yogurt,Refrigerated,14,425,16.71,19.5,13.21,117,0,25.4
591,7,15,2024-02-20,Yogurt,Refrigerated,14,410,18.86,19.57,11.1,132,1,21.7
592,7,24,2024-02-21,Yogurt,Refrigerated,14,386,22.29,20.36,7.39,156,2,17.3
593,7,13,2024-02-22,Yogurt,Refrigerated,14,373,21.43,19.07,8.14,150,3,17.4
594,7,22,2024-02-23,Yogurt,Refrigerated,14,351,19.43,18.64,5.13,136,4,18.1
595,7,24,2024-02-24,Yogurt,Refrigerated,14,327,19.0,18.43,4.47,133,5,17.2
596,7,23,2024-02-25,Yogurt,Refrigerated,14,304,20.0,18.29,4.47,140,6,15.2
597,7,20,2024-02-26,Yogurt,Refrigerated,14,284,20.14,18.43,4.45,141,0,14.1
598,7,27,2024-02-27,Yogurt,Refrigerated,14,560,21.86,20.36,4.45,153,1,25.6
599,7,19,2024-02-28,Yogurt,Refrigerated,14,541,21.14,21.71,4.45,148,2,25.6
600,7,34,2024-02-29,Yogurt,Refrigerated,14,507,24.14,22.79,5.08,169,3,21.0
601,7,15,2024-03-01,Yogurt,Refrigerated,14,492,23.14,21.29,6.15,162,4,21.3
602,7,24,2024-03-02,Yogurt,Refrigerated,14,468,23.14,21.07,6.15,162,5,20.2
603,7,25,2024-03-03,Yogurt,Refrigerated,14,443,23.43,21.71,6.19,164,6,18.9
604,7,21,2024-03-04,Yogurt,Refrigerated,14,422,23.57,21.86,6.11,165,0,17.9
605,7,15,2024-03-05,Yogurt,Refrigerated,14,407,21.86,21.86,6.64,153,1,18.6
606,7,25,2024-03-06,Yogurt,Refrigerated,14,382,22.71,21.93,6.6,159,2,16.8
607,7,25,2024-03-07,Yogurt,Refrigerated,14,357,21.43,22.79,4.61,150,3,16.7
608,7,27,2024-03-08,Yogurt,Refrigerated,14,330,23.14,23.14,4.02,162,4,14.3
609,7,28,2024-03-09,Yogurt,Refrigerated,14,302,23.71,23.43,4.42,166,5,12.7
610,7,30,2024-03-10,Yogurt,Refrigerated,14,560,24.43,23.93,5.03,171,6,22.9
611,7,19,2024-03-11,Yogurt,Refrigerated,14,541,24.14,23.86,5.3,169,0,22.4
612,7,11,2024-03-12,Yogurt,Refrigerated,14,530,23.57,22.71,6.53,165,1,22.5
613,7,19,2024-03-13,Yogurt,Refrigerated,14,511,22.71,22.71,6.7,159,2,22.5
614,7,17,2024-03-14,Yogurt,Refrigerated,14,494,21.57,21.5,6.92,151,3,22.9
615,7,23,2024-03-15,Yogurt,Refrigerated,14,471,21.0,22.07,6.56,147,4,22.4
616,7,23,2024-03-16,Yogurt,Refrigerated,14,448,20.29,22.0,5.91,142,5,22.1
617,7,30,2024-03-17,Yogurt,Refrigerated,14,418,20.29,22.36,5.91,142,6,20.6
618,7,19,2024-03-18,Yogurt,Refrigerated,14,399,20.29,22.21,5.91,142,0,19.7
619,7,20,2024-03-19,Yogurt,Refrigerated,14,379,21.57,22.57,4.31,151,1,17.6
620,7,25,2024-03-20,Yogurt,Refrigerated,14,354,22.43,22.57,4.31,157,2,15.8
621,7,35,2024-03-21,Yogurt,Refrigerated,14,319,25.0,23.29,5.69,175,3,12.8
622,7,23,2024-03-22,Yogurt,Refrigerated,14,296,25.0,23.0,5.69,175,4,11.8
623,7,30,2024-03-23,Yogurt,Refrigerated,14,560,26.0,23.14,5.89,182,5,21.5
624,7,32,2024-03-24,Yogurt,Refrigerated,14,528,26.29,23.29,6.16,184,6,20.1
625,7,23,2024-03-25,Yogurt,Refrigerated,14,505,26.86,23.57,5.52,188,0,18.8
626,7,14,2024-03-26,Yogurt,Refrigerated,14,491,26.0,23.79,7.02,182,1,18.9
627,7,27,2024-03-27,Yogurt,Refrigerated,14,464,26.29,24.36,7.02,184,2,17.6
628,7,21,2024-03-28,Yogurt,Refrigerated,14,443,24.29,24.64,6.05,170,3,18.2
629,7,33,2024-03-29,Yogurt,Refrigerated,14,410,25.71,25.36,6.82,180,4,15.9
630,7,43,2024-03-30,Yogurt,Refrigerated,14,367,27.57,26.79,9.45,193,5,13.3
631,8,12,2024-01-01,Butter,Refrigerated,30,288,12.0,12.0,0.0,12,0,24.0
632,8,14,2024-01-02,Butter,Refrigerated,30,274,13.0,13.0,1.41,26,1,21.1
633,8,10,2024-01-03,Butter,Refrigerated,30,264,12.0,12.0,2.0,36,2,22.0
634,8,15,2024-01-04,Butter,Refrigerated,30,249,12.75,12.75,2.22,51,3,19.5
635,8,11,2024-01-05,Butter,Refrigerated,30,238,12.4,12.4,2.07,62,4,19.2
636,8,13,2024-01-06,Butter,Refrigerated,30,225,12.5,12.5,1.87,75,5,18.0
637,8,16,2024-01-07,Butter,Refrigerated,30,209,13.0,13.0,2.16,91,6,16.1
638,8,5,2024-01-08,Butter,Refrigerated,30,204,12.0,12.0,3.74,84,0,17.0
639,8,8,2024-01-09,Butter,Refrigerated,30,196,11.14,11.56,3.89,78,1,17.6
640,8,11,2024-01-10,Butter,Refrigerated,30,185,11.29,11.5,3.86,79,2,16.4
641,8,15,2024-01-11,Butter,Refrigerated,30,170,11.29,11.82,3.86,79,3,15.1
642,8,14,2024-01-12,Butter,Refrigerated,30,156,11.71,12.0,3.99,82,4,13.3
643,8,12,2024-01-13,Butter,Refrigerated,30,144,11.57,12.0,3.95,81,5,12.4
644,8,9,2024-01-14,Butter,Refrigerated,30,300,10.57,11.79,3.51,74,6,28.4
645,8,11,2024-01-15,Butter,Refrigerated,30,289,11.43,11.71,2.51,80,0,25.3
646,8,8,2024-01-16,Butter,Refrigerated,30,281,11.43,11.29,2.51,80,1,24.6
647,8,0,2024-01-17,Butter,Refrigerated,30,281,9.86,10.57,5.01,69,2,28.5
648,8,15,2024-01-18,Butter,Refrigerated,30,266,9.86,10.57,5.01,69,3,27.0
649,8,15,2024-01-19,Butter,Refrigerated,30,251,10.0,10.86,5.16,70,4,25.1
650,8,16,2024-01-20,Butter,Refrigerated,30,235,10.57,11.07,5.62,74,5,22.2
651,8,11,2024-01-21,Butter,Refrigerated,30,224,10.86,10.71,5.58,76,6,20.6
652,8,10,2024-01-22,Butter,Refrigerated,30,214,10.71,11.07,5.59,75,0,20.0
653,8,5,2024-01-23,Butter,Refrigerated,30,209,10.29,10.86,5.94,72,1,20.3
654,8,0,2024-01-24,Butter,Refrigerated,30,209,10.29,10.07,5.94,72,2,20.3
655,8,17,2024-01-25,Butter,Refrigerated,30,192,10.57,10.21,6.24,74,3,18.2
656,8,11,2024-01-26,Butter,Refrigerated,30,181,10.0,10.0,5.94,70,4,18.1
657,8,18,2024-01-27,Butter,Refrigerated,30,163,10.29,10.43,6.32,72,5,15.8
658,8,14,2024-01-28,Butter,Refrigerated,30,149,10.71,10.79,6.47,75,6,13.9
659,8,8,2024-01-29,Butter,Refrigerated,30,141,10.43,10.57,6.55,73,0,13.5
660,8,12,2024-01-30,Butter,Refrigerated,30,300,11.43,10.86,6.11,80,1,26.2
661,8,7,2024-01-31,Butter,Refrigerated,30,293,12.43,11.36,4.2,87,2,23.6
662,8,9,2024-02-01,Butter,Refrigerated,30,284,11.29,10.93,3.82,79,3,25.2
663,8,11,2024-02-02,Butter,Refrigerated,30,273,11.29,10.64,3.82,79,4,24.2
664,8,0,2024-02-03,Butter,Refrigerated,30,273,8.71,9.5,4.54,61,5,31.3
665,8,16,2024-02-04,Butter,Refrigerated,30,257,9.0,9.86,4.97,63,6,28.6
666,8,15,2024-02-05,Butter,Refrigerated,30,242,10.0,10.21,5.42,70,0,24.2
667,8,7,2024-02-06,Butter,Refrigerated,30,235,9.29,10.36,5.44,65,1,25.3
668,8,0,2024-02-07,Butter,Refrigerated,30,235,8.29,10.36,6.47,58,2,28.3
669,8,11,2024-02-08,Butter,Refrigerated,30,224,8.57,9.93,6.55,60,3,26.1
670,8,14,2024-02-09,Butter,Refrigerated,30,210,9.0,10.14,6.83,63,4,23.3
671,8,20,2024-02-10,Butter,Refrigerated,30,190,11.86,10.29,6.62,83,5,16.0
672,8,17,2024-02-11,Butter,Refrigerated,30,173,12.0,10.5,6.73,84,6,14.4
673,8,9,2024-02-12,Butter,Refrigerated,30,164,11.14,10.57,6.67,78,0,14.7
674,8,13,2024-02-13,Butter,Refrigerated,30,151,12.0,10.64,6.43,84,1,12.6
675,8,9,2024-02-14,Butter,Refrigerated,30,142,13.29,10.79,4.11,93,2,10.7
676,8,12,2024-02-15,Butter,Refrigerated,30,300,13.43,11.0,4.04,94,3,22.3
677,8,13,2024-02-16,Butter,Refrigerated,30,287,13.29,11.14,4.03,93,4,21.6
678,8,14,2024-02-17,Butter,Refrigerated,30,273,12.43,12.14,2.82,87,5,22.0
679,8,13,2024-02-18,Butter,Refrigerated,30,260,11.86,11.93,2.04,83,6,21.9
680,8,11,2024-02-19,Butter,Refrigerated,30,249,12.14,11.64,1.68,85,0,20.5
681,8,9,2024-02-20,Butter,Refrigerated,30,240,11.57,11.79,1.99,81,1,20.7
682,8,0,2024-02-21,Butter,Refrigerated,30,240,10.29,11.79,4.82,72,2,23.3
683,8,9,2024-02-22,Butter,Refrigerated,30,231,9.86,11.64,4.78,69,3,23.4
684,8,14,2024-02-23,Butter,Refrigerated,30,217,10.0,11.64,4.9,70,4,21.7
685,8,14,2024-02-24,Butter,Refrigerated,30,203,10.0,11.21,4.9,70,5,20.3
686,8,0,2024-02-25,Butter,Refrigerated,30,203,8.14,10.0,5.93,57,6,24.9
687,8,2,2024-02-26,Butter,Refrigerated,30,201,6.86,9.5,6.18,48,0,29.3
688,8,13,2024-02-27,Butter,Refrigerated,30,188,7.43,9.5,6.58,52,1,25.3
689,8,9,2024-02-28,Butter,Refrigerated,30,179,8.71,9.5,5.71,61,2,20.6
690,8,6,2024-02-29,Butter,Refrigerated,30,173,8.29,9.07,5.79,58,3,20.9
691,8,18,2024-03-01,Butter,Refrigerated,30,155,8.86,9.43,6.59,62,4,17.5
692,8,11,2024-03-02,Butter,Refrigerated,30,144,8.43,9.21,6.29,59,5,17.1
693,8,11,2024-03-03,Butter,Refrigerated,30,300,10.0,9.07,5.1,70,6,30.0
694,8,11,2024-03-04,Butter,Refrigerated,30,289,11.29,9.07,3.68,79,0,25.6
695,8,17,2024-03-05,Butter,Refrigerated,30,272,11.86,9.64,4.26,83,1,22.9
696,8,0,2024-03-06,Butter,Refrigerated,30,272,10.57,9.64,6.19,74,2,25.7
697,8,4,2024-03-07,Butter,Refrigerated,30,268,10.29,9.29,6.47,72,3,26.0
698,8,14,2024-03-08,Butter,Refrigerated,30,254,9.71,9.29,5.82,68,4,26.2
699,8,13,2024-03-09,Butter,Refrigerated,30,241,10.0,9.21,5.94,70,5,24.1
700,8,7,2024-03-10,Butter,Refrigerated,30,234,9.43,9.71,6.02,66,6,24.8
701,8,4,2024-03-11,Butter,Refrigerated,30,230,8.43,9.86,6.29,59,0,27.3
702,8,16,2024-03-12,Butter,Refrigerated,30,214,8.29,10.07,6.07,58,1,25.8
703,8,9,2024-03-13,Butter,Refrigerated,30,205,9.57,10.07,4.86,67,2,21.4
704,8,0,2024-03-14,Butter,Refrigerated,30,205,9.0,9.64,5.77,63,3,22.8
705,8,19,2024-03-15,Butter,Refrigerated,30,186,9.71,9.71,6.73,68,4,19.2
706,8,17,2024-03-16,Butter,Refrigerated,30,169,10.29,10.14,7.2,72,5,16.4
707,8,8,2024-03-17,Butter,Refrigerated,30,161,10.43,9.93,7.14,73,6,15.4
708,8,8,2024-03-18,Butter,Refrigerated,30,153,11.0,9.71,6.68,77,0,13.9
709,8,2,2024-03-19,Butter,Refrigerated,30,151,9.0,8.64,7.02,63,1,16.8
710,8,8,2024-03-20,Butter,Refrigerated,30,143,8.86,9.21,7.03,62,2,16.1
711,8,10,2024-03-21,Butter,Refrigerated,30,300,10.29,9.64,5.85,72,3,29.2
712,8,11,2024-03-22,Butter,Refrigerated,30,289,9.14,9.43,4.49,64,4,31.6
713,8,13,2024-03-23,Butter,Refrigerated,30,276,8.57,9.43,3.46,60,5,32.2
714,8,11,2024-03-24,Butter,Refrigerated,30,265,9.0,9.71,3.56,63,6,29.4
715,8,12,2024-03-25,Butter,Refrigerated,30,253,9.57,10.29,3.69,67,0,26.4
716,8,9,2024-03-26,Butter,Refrigerated,30,244,10.57,9.79,1.72,74,1,23.1
717,8,8,2024-03-27,Butter,Refrigerated,30,236,10.57,9.71,1.72,74,2,22.3
718,8,0,2024-03-28,Butter,Refrigerated,30,236,9.14,9.71,4.38,64,3,25.8
719,8,14,2024-03-29,Butter,Refrigerated,30,222,9.57,9.36,4.72,67,4,23.2
720,8,13,2024-03-30,Butter,Refrigerated,30,209,9.57,9.07,4.72,67,5,21.8
721,9,37,2024-01-01,Orange Juice,Refrigerated,14,943,37.0,37.0,0.0,37,0,25.5
722,9,38,2024-01-02,Orange Juice,Refrigerated,14,905,37.5,37.5,0.71,75,1,24.1
723,9,51,2024-01-03,Orange Juice,Refrigerated,14,854,42.0,42.0,7.81,126,2,20.3
724,9,0,2024-01-04,Orange Juice,Refrigerated,14,854,31.5,31.5,21.95,126,3,27.1
725,9,0,2024-01-05,Orange Juice,Refrigerated,14,854,25.2,25.2,23.66,126,4,33.9
726,9,41,2024-01-06,Orange Juice,Refrigerated,14,813,27.83,27.83,22.12,167,5,29.2
727,9,41,2024-01-07,Orange Juice,Refrigerated,14,772,29.71,29.71,20.8,208,6,26.0
728,9,32,2024-01-08,Orange Juice,Refrigerated,14,740,29.0,30.0,20.59,203,0,25.5
729,9,33,2024-01-09,Orange Juice,Refrigerated,14,707,28.29,30.33,20.31,198,1,25.0
730,9,36,2024-01-10,Orange Juice,Refrigerated,14,671,26.14,30.9,18.2,183,2,25.7
731,9,39,2024-01-11,Orange Juice,Refrigerated,14,632,31.71,31.64,14.44,222,3,19.9
732,9,44,2024-01-12,Orange Juice,Refrigerated,14,588,38.0,32.67,4.47,266,4,15.5
733,9,42,2024-01-13,Orange Juice,Refrigerated,14,546,38.14,33.38,4.6,267,5,14.3
734,9,43,2024-01-14,Orange Juice,Refrigerated,14,503,38.43,34.07,4.86,269,6,13.1
735,9,27,2024-01-15,Orange Juice,Refrigerated,14,980,37.71,33.36,6.16,264,0,26.0
736,9,35,2024-01-16,Orange Juice,Refrigerated,14,945,38.0,33.14,5.94,266,1,24.9
737,9,43,2024-01-17,Orange Juice,Refrigerated,14,902,39.0,32.57,6.14,273,2,23.1
738,9,41,2024-01-18,Orange Juice,Refrigerated,14,861,39.29,35.5,6.18,275,3,21.9
739,9,46,2024-01-19,Orange Juice,Refrigerated,14,815,39.57,38.79,6.48,277,4,20.6
740,9,60,2024-01-20,Orange Juice,Refrigerated,14,755,42.14,40.14,10.14,295,5,17.9
741,9,50,2024-01-21,Orange Juice,Refrigerated,14,705,43.14,40.79,10.57,302,6,16.3
742,9,27,2024-01-22,Orange Juice,Refrigerated,14,678,43.14,40.43,10.57,302,0,15.7
743,9,28,2024-01-23,Orange Juice,Refrigerated,14,650,42.14,40.07,11.74,295,1,15.4
744,9,35,2024-01-24,Orange Juice,Refrigerated,14,615,41.0,40.0,12.03,287,2,15.0
745,9,36,2024-01-25,Orange Juice,Refrigerated,14,579,40.29,39.79,12.18,282,3,14.4
746,9,51,2024-01-26,Orange Juice,Refrigerated,14,528,41.0,40.29,12.7,287,4,12.9
747,9,49,2024-01-27,Orange Juice,Refrigerated,14,980,39.43,40.79,10.44,276,5,24.9
748,9,49,2024-01-28,Orange Juice,Refrigerated,14,931,39.29,41.21,10.27,275,6,23.7
749,9,49,2024-01-29,Orange Juice,Refrigerated,14,882,42.43,42.79,9.2,297,0,20.8
750,9,42,2024-01-30,Orange Juice,Refrigerated,14,840,44.43,43.29,6.73,311,1,18.9
751,9,44,2024-01-31,Orange Juice,Refrigerated,14,796,45.71,43.36,5.35,320,2,17.4
752,9,37,2024-02-01,Orange Juice,Refrigerated,14,759,45.86,43.07,5.05,321,3,16.6
753,9,58,2024-02-02,Orange Juice,Refrigerated,14,701,46.86,43.93,6.67,328,4,15.0
754,9,53,2024-02-03,Orange Juice,Refrigerated,14,648,47.43,43.43,7.04,332,5,13.7
755,9,34,2024-02-04,Orange Juice,Refrigerated,14,614,45.29,42.29,8.6,317,6,13.6
756,9,41,2024-02-05,Orange Juice,Refrigerated,14,573,44.14,43.29,8.55,309,0,13.0
757,9,49,2024-02-06,Orange Juice,Refrigerated,14,524,45.14,44.79,8.67,316,1,11.6
758,9,38,2024-02-07,Orange Juice,Refrigerated,14,980,44.29,45.0,9.09,310,2,22.1
759,9,45,2024-02-08,Orange Juice,Refrigerated,14,935,45.43,45.64,8.5,318,3,20.6
760,9,51,2024-02-09,Orange Juice,Refrigerated,14,884,44.43,45.64,7.07,311,4,19.9
761,9,51,2024-02-10,Orange Juice,Refrigerated,14,833,44.14,45.79,6.69,309,5,18.9
762,9,31,2024-02-11,Orange Juice,Refrigerated,14,802,43.71,44.5,7.5,306,6,18.3
763,9,24,2024-02-12,Orange Juice,Refrigerated,14,778,41.29,42.71,10.63,289,0,18.8
764,9,35,2024-02-13,Orange Juice,Refrigerated,14,743,39.29,42.21,10.24,275,1,18.9
765,9,35,2024-02-14,Orange Juice,Refrigerated,14,708,38.86,41.57,10.37,272,2,18.2
766,9,25,2024-02-15,Orange Juice,Refrigerated,14,683,36.0,40.71,11.12,252,3,19.0
767,9,41,2024-02-16,Orange Juice,Refrigerated,14,642,34.57,39.5,9.38,242,4,18.6
768,9,47,2024-02-17,Orange Juice,Refrigerated,14,595,34.0,39.07,8.27,238,5,17.5
769,9,41,2024-02-18,Orange Juice,Refrigerated,14,554,35.43,39.57,8.52,248,6,15.6
770,9,32,2024-02-19,Orange Juice,Refrigerated,14,522,36.57,38.93,7.16,256,0,14.3
771,9,43,2024-02-20,Orange Juice,Refrigerated,14,980,37.71,38.5,7.5,264,1,26.0
772,9,36,2024-02-21,Orange Juice,Refrigerated,14,944,37.86,38.36,7.45,265,2,24.9
773,9,42,2024-02-22,Orange Juice,Refrigerated,14,902,40.29,38.14,4.89,282,3,22.4
774,9,46,2024-02-23,Orange Juice,Refrigerated,14,856,41.0,37.79,5.35,287,4,20.9
775,9,55,2024-02-24,Orange Juice,Refrigerated,14,801,42.14,38.07,7.34,295,5,19.0
776,9,38,2024-02-25,Orange Juice,Refrigerated,14,763,41.71,38.57,7.5,292,6,18.3
777,9,32,2024-02-26,Orange Juice,Refrigerated,14,731,41.71,39.14,7.5,292,0,17.5
778,9,21,2024-02-27,Orange Juice,Refrigerated,14,710,38.57,38.14,10.77,270,1,18.4
779,9,39,2024-02-28,Orange Juice,Refrigerated,14,671,39.0,38.43,10.71,273,2,17.2
780,9,36,2024-02-29,Orange Juice,Refrigerated,14,635,38.14,39.21,10.67,267,3,16.6
781,9,42,2024-03-01,Orange Juice,Refrigerated,14,593,37.57,39.29,10.28,263,4,15.8
782,9,48,2024-03-02,Orange Juice,Refrigerated,14,545,36.57,39.36,8.48,256,5,14.9
783,9,60,2024-03-03,Orange Juice,Refrigerated,14,980,39.71,40.71,12.31,278,6,24.7
784,9,35,2024-03-04,Orange Juice,Refrigerated,14,945,40.14,40.93,12.05,281,0,23.5
785,9,39,2024-03-05,Orange Juice,Refrigerated,14,906,42.71,40.64,8.75,299,1,21.2
786,9,39,2024-03-06,Orange Juice,Refrigerated,14,867,42.71,40.86,8.75,299,2,20.3
787,9,42,2024-03-07,Orange Juice,Refrigerated,14,825,43.57,40.86,8.26,305,3,18.9
788,9,52,2024-03-08,Orange Juice,Refrigerated,14,773,45.0,41.29,8.79,315,4,17.2
789,9,0,2024-03-09,Orange Juice,Refrigerated,14,773,38.14,37.36,18.93,267,5,20.3
790,9,58,2024-03-10,Orange Juice,Refrigerated,14,715,37.86,38.79,18.56,265,6,18.9
791,9,34,2024-03-11,Orange Juice,Refrigerated,14,681,37.71,38.93,18.59,264,0,18.1
792,9,33,2024-03-12,Orange Juice,Refrigerated,14,648,36.86,39.79,18.66,258,1,17.6
793,9,33,2024-03-13,Orange Juice,Refrigerated,14,615,36.0,39.36,18.68,252,2,17.1
794,9,33,2024-03-14,Orange Juice,Refrigerated,14,582,34.71,39.14,18.51,243,3,16.8
795,9,55,2024-03-15,Orange Juice,Refrigerated,14,527,35.14,40.07,19.0,246,4,15.0
796,9,51,2024-03-16,Orange Juice,Refrigerated,14,980,42.43,40.29,11.63,297,5,23.1
797,9,45,2024-03-17,Orange Juice,Refrigerated,14,935,40.57,39.21,9.59,284,6,23.0
798,9,38,2024-03-18,Orange Juice,Refrigerated,14,897,41.14,39.43,9.25,288,0,21.8
799,9,31,2024-03-19,Orange Juice,Refrigerated,14,866,40.86,38.86,9.56,286,1,21.2
800,9,26,2024-03-20,Orange Juice,Refrigerated,14,840,39.86,37.93,10.81,279,2,21.1
801,9,45,2024-03-21,Orange Juice,Refrigerated,14,795,41.57,38.14,10.49,291,3,19.1
802,9,42,2024-03-22,Orange Juice,Refrigerated,14,753,39.71,37.43,8.71,278,4,19.0
803,9,47,2024-03-23,Orange Juice,Refrigerated,14,706,39.14,40.79,7.95,274,5,18.0
804,9,43,2024-03-24,Orange Juice,Refrigerated,14,663,38.86,39.71,7.73,272,6,17.1
805,9,0,2024-03-25,Orange Juice,Refrigerated,14,663,33.43,37.29,16.64,234,0,19.8
806,9,38,2024-03-26,Orange Juice,Refrigerated,14,625,34.43,37.64,16.68,241,1,18.2
807,9,40,2024-03-27,Orange Juice,Refrigerated,14,585,36.43,38.14,16.34,255,2,16.1
808,9,30,2024-03-28,Orange Juice,Refrigerated,14,555,34.29,37.93,16.01,240,3,16.2
809,9,52,2024-03-29,Orange Juice,Refrigerated,14,503,35.71,37.71,17.21,250,4,14.1
810,9,55,2024-03-30,Orange Juice,Refrigerated,14,980,36.86,38.0,18.32,258,5,26.6
811,10,11,2024-01-01,Cheddar Cheese,Refrigerated,21,349,11.0,11.0,0.0,11,0,31.7
812,10,16,2024-01-02,Cheddar Cheese,Refrigerated,21,333,13.5,13.5,3.54,27,1,24.7
813,10,11,2024-01-03,Cheddar Cheese,Refrigerated,21,322,12.67,12.67,2.89,38,2,25.4
814,10,6,2024-01-04,Cheddar Cheese,Refrigerated,21,316,11.0,11.0,4.08,44,3,28.7
815,10,15,2024-01-05,Cheddar Cheese,Refrigerated,21,301,11.8,11.8,3.96,59,4,25.5
816,10,25,2024-01-06,Cheddar Cheese,Refrigerated,21,276,14.0,14.0,6.45,84,5,19.7
817,10,8,2024-01-07,Cheddar Cheese,Refrigerated,21,268,13.14,13.14,6.31,92,6,20.4
818,10,8,2024-01-08,Cheddar Cheese,Refrigerated,21,260,12.71,12.5,6.58,89,0,20.5
819,10,15,2024-01-09,Cheddar Cheese,Refrigerated,21,245,12.57,12.78,6.5,88,1,19.5
820,10,11,2024-01-10,Cheddar Cheese,Refrigerated,21,234,12.57,12.6,6.5,88,2,18.6
821,10,11,2024-01-11,Cheddar Cheese,Refrigerated,21,223,13.29,12.45,5.91,93,3,16.8
822,10,18,2024-01-12,Cheddar Cheese,Refrigerated,21,205,13.71,12.92,6.16,96,4,15.0
823,10,16,2024-01-13,Cheddar Cheese,Refrigerated,21,189,12.43,13.15,3.95,87,5,15.2
824,10,15,2024-01-14,Cheddar Cheese,Refrigerated,21,174,13.43,13.29,3.51,94,6,13.0
825,10,14,2024-01-15,Cheddar Cheese,Refrigerated,21,360,14.29,13.5,2.56,100,0,25.2
826,10,15,2024-01-16,Cheddar Cheese,Refrigerated,21,345,14.29,13.43,2.56,100,1,24.1
827,10,11,2024-01-17,Cheddar Cheese,Refrigerated,21,334,14.29,13.43,2.56,100,2,23.4
828,10,13,2024-01-18,Cheddar Cheese,Refrigerated,21,321,14.57,13.93,2.23,102,3,22.0
829,10,0,2024-01-19,Cheddar Cheese,Refrigerated,21,321,12.0,12.86,5.54,84,4,26.8
830,10,22,2024-01-20,Cheddar Cheese,Refrigerated,21,299,12.86,12.64,6.62,90,5,23.3
831,10,11,2024-01-21,Cheddar Cheese,Refrigerated,21,288,12.29,12.86,6.58,86,6,23.4
832,10,6,2024-01-22,Cheddar Cheese,Refrigerated,21,282,11.14,12.71,6.91,78,0,25.3
833,10,21,2024-01-23,Cheddar Cheese,Refrigerated,21,261,12.0,13.14,7.79,84,1,21.8
834,10,15,2024-01-24,Cheddar Cheese,Refrigerated,21,246,12.57,13.43,7.85,88,2,19.6
835,10,16,2024-01-25,Cheddar Cheese,Refrigerated,21,230,13.0,13.79,7.96,91,3,17.7
836,10,18,2024-01-26,Cheddar Cheese,Refrigerated,21,212,15.57,13.79,5.62,109,4,13.6
837,10,20,2024-01-27,Cheddar Cheese,Refrigerated,21,192,15.29,14.07,5.28,107,5,12.6
838,10,0,2024-01-28,Cheddar Cheese,Refrigerated,21,192,13.71,13.0,7.8,96,6,14.0
839,10,0,2024-01-29,Cheddar Cheese,Refrigerated,21,192,12.86,12.0,9.03,90,0,14.9
840,10,18,2024-01-30,Cheddar Cheese,Refrigerated,21,174,12.43,12.21,8.64,87,1,14.0
841,10,9,2024-01-31,Cheddar Cheese,Refrigerated,21,360,11.57,12.07,8.64,81,2,31.1
842,10,16,2024-02-01,Cheddar Cheese,Refrigerated,21,344,11.57,12.29,8.64,81,3,29.7
843,10,18,2024-02-02,Cheddar Cheese,Refrigerated,21,326,11.57,13.57,8.64,81,4,28.2
844,10,15,2024-02-03,Cheddar Cheese,Refrigerated,21,311,10.86,13.07,8.01,76,5,28.6
845,10,13,2024-02-04,Cheddar Cheese,Refrigerated,21,298,12.71,13.21,6.42,89,6,23.4
846,10,13,2024-02-05,Cheddar Cheese,Refrigerated,21,285,14.57,13.71,3.21,102,0,19.6
847,10,9,2024-02-06,Cheddar Cheese,Refrigerated,21,276,13.29,12.86,3.4,93,1,20.8
848,10,14,2024-02-07,Cheddar Cheese,Refrigerated,21,262,14.0,12.79,2.83,98,2,18.7
849,10,19,2024-02-08,Cheddar Cheese,Refrigerated,21,243,14.43,13.0,3.36,101,3,16.8
850,10,12,2024-02-09,Cheddar Cheese,Refrigerated,21,231,13.57,12.57,3.05,95,4,17.0
851,10,0,2024-02-10,Cheddar Cheese,Refrigerated,21,231,11.43,11.14,5.86,80,5,20.2
